DE Number,System DE Number,Data Element,Data Element Name Text,Necessity,Definition,Valid Values,File Segment Number,File Segment Name,Size,FLF Start Position,FLF Stop Position,Segment Key Field Identifier,Coding Requirements,file_name
PRV078,PRV.005.078,PROV-IDENTIFIER-ISSUING-ENTITY-ID,Provider Identifier Issuing Entity ID,Mandatory,"A free text field to capture the identity of the entity that issued the provider identifier in the Provider Identifier (PRV.005.081) data element. For (State Tax ID), if associated Provider Identifier Type (PRV.005.077) value is equal to 6, then value must be the name of the state's taxation division. For (Other), if associated Provider Identifier Type (PRV.005.077) value is equal to 8, then value must be the name of the entity that issued the identifier.",,PRV00005,PROV-IDENTIFIERS,X(18),58,75,5,"1. Value must be 18 characters or less
2. Value must not contain a pipe or asterisk symbol
3. (State-specific Medicaid Provider) if associated Provider Identifier Type (PRV.005.077) value equals ""1"", then value must equal (PRV.005.073) Submitting State
4. (NPI) if associated Provider Identifier Type (PRV.005.077) value equals ""2"", then value must equal ""NPI""
5. (Medicare) if associated Provider Identifier Type (PRV.005.077) value equals ""3"", then value must equal ""CMS""
6. (NCPDP) if associated Provider Identifier Type (PRV.005.077) value equals ""4"", then value must equal ""NCPDP""
7. (Federal Tax ID) if associated Provider Identifier Type (PRV.005.077) value equals ""5"", then value must equal ""IRS""
8. (SSN) if associated Provider Identifier Type (PRV.005.077) value equals ""7"", then value must be equal to ""SSA""
9. Mandatory",PROVIDER
PRV079,PRV.005.079,PROV-IDENTIFIER-EFF-DATE,Provider Identifier Effective Date,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,,PRV00005,PROV-IDENTIFIERS,9(8),76,83,(a),"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be before or the same as the associated Segment End Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20]",PROVIDER
PRV080,PRV.005.080,PROV-IDENTIFIER-END-DATE,Provider Identifier End Date,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,,PRV00005,PROV-IDENTIFIERS,9(8),84,91,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be greater than or equal to associated Segment Effective Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20,99]",PROVIDER
PRV081,PRV.005.081,PROV-IDENTIFIER,Provider Identifier,Mandatory,A data element to capture the various ways used to distinguish providers from one another on claims and other interactions between providers and other entities. The specific type of identifier is defined in the corresponding value in the  Provider Identifier Type data element.,,PRV00005,PROV-IDENTIFIERS,X(30),92,121,6,"1. Value must be 30 characters or less
2. Mandatory
3. Value must not contain a pipe or asterisk symbol
4. Value must have an associated Provider Identifier Type (PRV.005.077)
5. One record must have a Provider Identifier Type (PRV.005.077) equal to ""1""",PROVIDER
PRV082,PRV.005.082,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,PRV00005,PROV-IDENTIFIERS,X(500),122,621,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV084,PRV.006.084,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",PRV084 Values,PRV00006,PROV-TAXONOMY-CLASSIFICATION,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""PRV00006""",PROVIDER
PRV085,PRV.006.085,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",PRV085 Values,PRV00006,PROV-TAXONOMY-CLASSIFICATION,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (PRV.001.007)
",PROVIDER
PRV086,PRV.006.086,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,PRV00006,PROV-TAXONOMY-CLASSIFICATION,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",PROVIDER
PRV087,PRV.006.087,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",,PRV00006,PROV-TAXONOMY-CLASSIFICATION,X(30),22,51,2,"1. Value must be 30 characters or less
2. Mandatory",PROVIDER
PRV088,PRV.006.088,PROV-CLASSIFICATION-TYPE,Provider Classification Type,Mandatory,"A code to identify the schema used in the Provider Classification Code field to categorize providers. See T-MSIS Guidance Document, ""CMS Technical Instructions: Provider Classification Requirements in T-MSIS"".
 https://www.medicaid.gov/tmsis/dataguide/v4/technical-instructions/cms-technical-instructions-provider-classification-requirements-in-tmsis/

A provider may be reported with multiple active record segments with the same Provider Classification Type if different Provider Classification Code values apply.",PRV088 Values,PRV00006,PROV-TAXONOMY-CLASSIFICATION,X(1),52,52,3,"1. Value must be 1 character
2. Value must be in Provider Classification Type List (VVL)
3. Mandatory",PROVIDER
PRV089,PRV.006.089,PROV-CLASSIFICATION-CODE,Provider Classification Code,Mandatory,The code values from the categorization schema identified in the Provider Classification Type data element. Note: States should apply these classification schemas consistently across all providers.,PRV089 Values,PRV00006,PROV-TAXONOMY-CLASSIFICATION,X(20),53,72,4,"1. Value must be 20 characters or less
2. If associated Provider Classification Type equals ""1"", value must be in Provider Taxonomy List (VVL)
3. If associated Provider Classification Type equals ""2"", value must be in Provider Specialty List (VVL)
4. If associated Provider Classification Type equals ""3"", value must be in Provider Type Code List (VVL)
5. If associated Provider Classification Type equals ""4"", value must be in Provider Classification Code Type 4 List (VVL)
6. Mandatory",PROVIDER
PRV090,PRV.006.090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,Provider Taxonomy Classification Effective Date,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,,PRV00006,PROV-TAXONOMY-CLASSIFICATION,9(8),73,80,(a),"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be before or the same as the associated Segment End Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20]",PROVIDER
PRV091,PRV.006.091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,Provider Taxonomy Classification End Date,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,,PRV00006,PROV-TAXONOMY-CLASSIFICATION,9(8),81,88,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be greater than or equal to associated Segment Effective Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20,99]",PROVIDER
PRV092,PRV.006.092,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,PRV00006,PROV-TAXONOMY-CLASSIFICATION,X(500),89,588,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",PROVIDER
PRV094,PRV.007.094,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",PRV094 Values,PRV00007,PROV-MEDICAID-ENROLLMENT,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""PRV00007""",PROVIDER
PRV095,PRV.007.095,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",PRV095 Values,PRV00007,PROV-MEDICAID-ENROLLMENT,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (PRV.001.007)
",PROVIDER
PRV096,PRV.007.096,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,PRV00007,PROV-MEDICAID-ENROLLMENT,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",PROVIDER
PRV097,PRV.007.097,SUBMITTING-STATE-PROV-ID,Submitting State Provider ID,Mandatory,"The State-specific Medicaid Provider Identifier is a state-assigned unique identifier that states should report with all individual providers, practice groups, facilities, and other entities. This should be the identifier that is used in the state's Medicaid Management Information System.",,PRV00007,PROV-MEDICAID-ENROLLMENT,X(30),22,51,2,"1. Value must be 30 characters or less
2. Mandatory",PROVIDER
PRV098,PRV.007.098,PROV-MEDICAID-EFF-DATE,Provider Medicaid Effective Date,Mandatory,The first calendar day on which all of the other data elements in the same segment were effective.,,PRV00007,PROV-MEDICAID-ENROLLMENT,9(8),52,59,(a),"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be before or the same as the associated Segment End Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20]",PROVIDER
PRV099,PRV.007.099,PROV-MEDICAID-END-DATE,Provider Medicaid End Date,Mandatory,The last calendar day on which all of the other data elements in the same segment were effective.,,PRV00007,PROV-MEDICAID-ENROLLMENT,9(8),60,67,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be greater than or equal to associated Segment Effective Date value
3. Mandatory
4. Value of the CC component must be in [18,19,20,99]",PROVIDER
PRV100,PRV.007.100,PROV-MEDICAID-ENROLLMENT-STATUS-CODE,Provider Medicaid Enrollment Status Code,Mandatory,"A code representing the provider's Medicaid and/or CHIP enrollment status for the time span specified by the Provider Medicaid Effective Date and Provider Medicaid End Date data elements. Note: The State Plan Enrollment data element identifies whether the provider is enrolled in Medicaid, CHIP, or both.",PRV100 Values,PRV00007,PROV-MEDICAID-ENROLLMENT,X(2),68,69,3,"1. Value must be 2 characters
2. Value must be in Provider Medicaid Enrollment Status Code List (VVL)
3. Mandatory",PROVIDER
PRV101,PRV.007.101,STATE-PLAN-ENROLLMENT,State Plan Enrollment,Mandatory,The state plan with which a provider has an affiliation and is able to provide services to the state's fee for service enrollees.,PRV101 Values,PRV00007,PROV-MEDICAID-ENROLLMENT,X(1),70,70,Not Applicable,"1. Value must be 1 character
2. Value must be in State Plan Enrollment List (VVL)
3. Mandatory",PROVIDER
