Changes_from_v4_x.x_Update_to_v4.0.0,New_Row_Number,File_Segment_Number,File_Segment_Name,System_Data_Element_Number,Data_Element_Number,Data_Element_Name_Computing,Pipe_Separated_Value_Segment_Data_Element_Order,Size,Fixed_Length_Field_Start_Position,Fixed_Length_Field_Stop_Position,Notes-Changesfromv4.x.xUpdatetov4.0.0,file_name
NONE,1161,ELG00017,DISABILITY-INFORMATION,ELG.017.221,ELG221,SUBMITTING-STATE,2,X(2),9,10,,ELIGIBLE
NONE,1162,ELG00017,DISABILITY-INFORMATION,ELG.017.222,ELG222,RECORD-NUMBER,3,9(11),11,21,,ELIGIBLE
NONE,1163,ELG00017,DISABILITY-INFORMATION,ELG.017.223,ELG223,MSIS-IDENTIFICATION-NUM,4,X(20),22,41,,ELIGIBLE
NONE,1164,ELG00017,DISABILITY-INFORMATION,ELG.017.224,ELG224,DISABILITY-TYPE-CODE,5,X(2),42,43,,ELIGIBLE
NONE,1165,ELG00017,DISABILITY-INFORMATION,ELG.017.225,ELG225,DISABILITY-TYPE-EFF-DATE,6,9(8),44,51,,ELIGIBLE
NONE,1166,ELG00017,DISABILITY-INFORMATION,ELG.017.226,ELG226,DISABILITY-TYPE-END-DATE,7,9(8),52,59,,ELIGIBLE
NONE,1167,ELG00017,DISABILITY-INFORMATION,ELG.017.227,ELG227,STATE-NOTATION,8,X(500),60,559,,ELIGIBLE
NONE,1168,ELG00017,DISABILITY-INFORMATION,ELG.017.228,ELG228,FILLER,9,X(441),560,1000,,ELIGIBLE
NONE,1169,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.229,ELG229,RECORD-ID,1,X(8),1,8,,ELIGIBLE
NONE,1170,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.230,ELG230,SUBMITTING-STATE,2,X(2),9,10,,ELIGIBLE
NONE,1171,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.231,ELG231,RECORD-NUMBER,3,9(11),11,21,,ELIGIBLE
NONE,1172,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.232,ELG232,MSIS-IDENTIFICATION-NUM,4,X(20),22,41,,ELIGIBLE
NONE,1173,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.233,ELG233,1115A-DEMONSTRATION-IND,5,X(1),42,42,,ELIGIBLE
NONE,1174,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.234,ELG234,1115A-EFF-DATE,6,9(8),43,50,,ELIGIBLE
NONE,1175,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.235,ELG235,1115A-END-DATE,7,9(8),51,58,,ELIGIBLE
NONE,1176,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.236,ELG236,STATE-NOTATION,8,X(500),59,558,,ELIGIBLE
NONE,1177,ELG00018,1115A-DEMONSTRATION-INFORMATION,ELG.018.237,ELG237,FILLER,9,X(442),559,1000,,ELIGIBLE
NONE,1178,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.238,ELG238,RECORD-ID,1,X(8),1,8,,ELIGIBLE
NONE,1179,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.239,ELG239,SUBMITTING-STATE,2,X(2),9,10,,ELIGIBLE
NONE,1180,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.240,ELG240,RECORD-NUMBER,3,9(11),11,21,,ELIGIBLE
NONE,1181,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.241,ELG241,MSIS-IDENTIFICATION-NUM,4,X(20),22,41,,ELIGIBLE
NONE,1182,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.242,ELG242,HCBS-CHRONIC-CONDITION-NON-HEALTH-HOME-CODE,5,X(3),42,44,,ELIGIBLE
NONE,1183,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.243,ELG243,HCBS-CHRONIC-CONDITION-NON-HEALTH-HOME-EFF-DATE,6,9(8),45,52,,ELIGIBLE
NONE,1184,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.244,ELG244,HCBS-CHRONIC-CONDITION-NON-HEALTH-HOME-END-DATE,7,9(8),53,60,,ELIGIBLE
NONE,1185,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.245,ELG245,STATE-NOTATION,8,X(500),61,560,,ELIGIBLE
NONE,1186,ELG00020,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME,ELG.020.246,ELG246,FILLER,9,X(440),561,1000,,ELIGIBLE
NONE,1187,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.248,ELG248,RECORD-ID,1,X(8),1,8,,ELIGIBLE
NONE,1188,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.249,ELG249,SUBMITTING-STATE,2,X(2),9,10,,ELIGIBLE
NONE,1189,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.250,ELG250,RECORD-NUMBER,3,9(11),11,21,,ELIGIBLE
NONE,1190,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.251,ELG251,MSIS-IDENTIFICATION-NUM,4,X(20),22,41,,ELIGIBLE
NONE,1191,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.252,ELG252,ENROLLMENT-TYPE,5,X(1),42,42,,ELIGIBLE
NONE,1192,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.253,ELG253,ENROLLMENT-EFF-DATE,6,9(8),43,50,,ELIGIBLE
NONE,1193,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.254,ELG254,ENROLLMENT-END-DATE,7,9(8),51,58,,ELIGIBLE
NONE,1194,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.255,ELG255,STATE-NOTATION,8,X(500),59,558,,ELIGIBLE
NONE,1195,ELG00021,ENROLLMENT-TIME-SPAN-SEGMENT,ELG.021.256,ELG256,FILLER,9,X(442),559,1000,,ELIGIBLE
NONE,1196,ELG00022,ELG-IDENTIFIERS,ELG.022.257,ELG257,RECORD-ID,1,X(8),1,8,,ELIGIBLE
NONE,1197,ELG00022,ELG-IDENTIFIERS,ELG.022.258,ELG258,SUBMITTING-STATE,2,X(2),9,10,,ELIGIBLE
NONE,1198,ELG00022,ELG-IDENTIFIERS,ELG.022.259,ELG259,RECORD-NUMBER,3,9(11),11,21,,ELIGIBLE
NONE,1199,ELG00022,ELG-IDENTIFIERS,ELG.022.260,ELG260,MSIS-IDENTIFICATION-NUM,4,X(20),22,41,,ELIGIBLE
NONE,1200,ELG00022,ELG-IDENTIFIERS,ELG.022.261,ELG261,ELG-IDENTIFIER-TYPE,5,X(1),42,42,,ELIGIBLE
NONE,1201,ELG00022,ELG-IDENTIFIERS,ELG.022.262,ELG262,ELG-IDENTIFIER-ISSUING-ENTITY-ID,6,X(18),43,60,,ELIGIBLE
NONE,1202,ELG00022,ELG-IDENTIFIERS,ELG.022.263,ELG263,ELG-IDENTIFIER-EFF-DATE,7,9(8),61,68,,ELIGIBLE
NONE,1203,ELG00022,ELG-IDENTIFIERS,ELG.022.264,ELG264,ELG-IDENTIFIER-END-DATE,8,9(8),69,76,,ELIGIBLE
NONE,1204,ELG00022,ELG-IDENTIFIERS,ELG.022.265,ELG265,ELG-IDENTIFIER,9,X(20),77,96,,ELIGIBLE
NONE,1205,ELG00022,ELG-IDENTIFIERS,ELG.022.266,ELG266,REASON-FOR-CHANGE,10,X(10),97,106,,ELIGIBLE
NONE,1206,ELG00022,ELG-IDENTIFIERS,ELG.022.267,ELG267,STATE-NOTATION,11,X(500),107,606,,ELIGIBLE
NONE,1207,ELG00022,ELG-IDENTIFIERS,ELG.022.268,ELG268,FILLER,12,X(394),607,1000,,ELIGIBLE
NONE,1208,ELG00023,SOGI,ELG.023.282,ELG282,RECORD-ID,1,"X(8)
",1,8,,ELIGIBLE
NONE,1209,ELG00023,SOGI,ELG.023.283,ELG283,SUBMITTING-STATE,2,X(2),9,10,,ELIGIBLE
NONE,1210,ELG00023,SOGI,ELG.023.284,ELG284,RECORD-NUMBER,3,9(11),11,21,,ELIGIBLE
NONE,1211,ELG00023,SOGI,ELG.023.285,ELG285,MSIS-IDENTIFICATION-NUM,4,X(20),22,41,,ELIGIBLE
NONE,1212,ELG00023,SOGI,ELG.023.286,ELG286,SEX-ASSIGNED-AT-BIRTH,5,X(1),42,42,,ELIGIBLE
NONE,1213,ELG00023,SOGI,ELG.023.287,ELG287,SEX-ASSIGNED-AT-BIRTH-OTHER-TEXT,6,X(100),43,142,,ELIGIBLE
NONE,1214,ELG00023,SOGI,ELG.023.288,ELG288,GENDER-IDENTITY,7,X(1),143,143,,ELIGIBLE
NONE,1215,ELG00023,SOGI,ELG.023.289,ELG289,GENDER-IDENTITY-OTHER-TEXT,8,X(100),144,243,,ELIGIBLE
NONE,1216,ELG00023,SOGI,ELG.023.290,ELG290,SEXUAL-ORIENTATION,9,X(1),244,244,,ELIGIBLE
NONE,1217,ELG00023,SOGI,ELG.023.291,ELG291,SEXUAL-ORIENTATION-OTHER-TEXT,10,X(100),245,344,,ELIGIBLE
NONE,1218,ELG00023,SOGI,ELG.023.292,ELG292,SOGI-EFF-DATE,11,9(8),345,352,,ELIGIBLE
NONE,1219,ELG00023,SOGI,ELG.023.293,ELG293,SOGI-END-DATE,12,9(8),353,360,,ELIGIBLE
NONE,1220,ELG00023,SOGI,ELG.023.294,ELG294,STATE-NOTATION,13,X(500),361,860,,ELIGIBLE
NONE,1221,ELG00023,SOGI,ELG.023.295,ELG295,FILLER,14,X(140),861,1000,,ELIGIBLE
NONE,1222,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.001,FTX001,RECORD-ID,1,X(8),1,8,,FTX
NONE,1223,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.002,FTX002,DATA-DICTIONARY-VERSION,2,X(10),9,18,,FTX
NONE,1224,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.003,FTX003,SUBMISSION-TRANSACTION-TYPE,3,X(1),19,19,,FTX
NONE,1225,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.004,FTX004,FILE-ENCODING-SPECIFICATION,4,X(3),20,22,,FTX
NONE,1226,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.005,FTX005,DATA-MAPPING-DOCUMENT-VERSION,5,X(9),23,31,,FTX
NONE,1227,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.006,FTX006,FILE-NAME,6,X(8),32,39,,FTX
NONE,1228,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.007,FTX007,SUBMITTING-STATE,7,X(2),40,41,,FTX
NONE,1229,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.008,FTX008,DATE-FILE-CREATED,8,9(8),42,49,,FTX
NONE,1230,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.009,FTX009,START-OF-TIME-PERIOD,9,9(8),50,57,,FTX
NONE,1231,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.010,FTX010,END-OF-TIME-PERIOD,10,9(8),58,65,,FTX
NONE,1232,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.011,FTX011,FILE-STATUS-INDICATOR,11,X(1),66,66,,FTX
NONE,1233,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.012,FTX012,SSN-INDICATOR,12,X(1),67,67,,FTX
NONE,1234,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.013,FTX013,TOT-REC-CNT,13,9(11),68,78,,FTX
NONE,1235,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.014,FTX014,SEQUENCE-NUMBER,14,X(4),79,82,,FTX
NONE,1236,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.015,FTX015,STATE-NOTATION ,15,X(500),83,582,,FTX
NONE,1237,FTX00001,FILE-HEADER-RECORD-FTX,FTX.001.016,FTX016,FILLER,16,X(1918),583,2500,,FTX
NONE,1238,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.017,FTX017,RECORD-ID,1,X(8),1,8,,FTX
NONE,1239,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.018,FTX018,SUBMITTING-STATE,2,X(2),9,10,,FTX
NONE,1240,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.019,FTX019,RECORD-NUMBER,3,9(11),11,21,,FTX
NONE,1241,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.020,FTX020,ICN-ORIG,4,X(50),22,71,,FTX
NONE,1242,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.021,FTX021,ICN-ADJ,5,X(50),72,121,,FTX
NONE,1243,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.023,FTX023,ADJUSTMENT-IND,6,X(1),122,122,,FTX
NONE,1244,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.024,FTX024,PAYMENT-OR-RECOUPMENT-DATE,7,9(8),123,130,,FTX
NONE,1245,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.025,FTX025,PAYMENT-OR-RECOUPMENT-AMOUNT,8,S9(11)V99,131,143,,FTX
NONE,1246,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.026,FTX026,CHECK-EFF-DATE,9,9(8),144,151,,FTX
NONE,1247,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.027,FTX027,CHECK-NUM,10,X(15),152,166,,FTX
NONE,1248,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.028,FTX028,PAYER-ID,11,X(30),167,196,,FTX
NONE,1249,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.029,FTX029,PAYER-ID-TYPE,12,X(2),197,198,,FTX
NONE,1250,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.030,FTX030,PAYER-ID-TYPE-OTHER-TEXT,13,X(100),199,298,,FTX
NONE,1251,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.031,FTX031,PAYER-MCR-PLAN-TYPE,14,X(2),299,300,,FTX
NONE,1252,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.032,FTX032,PAYER-MCR-PLAN-TYPE-OTHER-TEXT,15,X(100),301,400,,FTX
NONE,1253,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.033,FTX033,PAYEE-ID,16,X(30),401,430,,FTX
NONE,1254,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.034,FTX034,PAYEE-ID-TYPE ,17,X(2),431,432,,FTX
NONE,1255,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.035,FTX035,PAYEE-ID-TYPE-OTHER-TEXT,18,X(100),433,532,,FTX
NONE,1256,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.036,FTX036,PAYEE-MCR-PLAN-TYPE,19,X(2),533,534,,FTX
NONE,1257,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.037,FTX037,PAYEE-MCR-PLAN-TYPE-OTHER-TEXT,20,X(100),535,634,,FTX
NONE,1258,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.038,FTX038,PAYEE-TAX-ID,21,X(30),635,664,,FTX
NONE,1259,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.039,FTX039,PAYEE-TAX-ID-TYPE,22,X(2),665,666,,FTX
NONE,1260,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.040,FTX040,PAYEE-TAX-ID-TYPE-OTHER-TEXT,23,X(100),667,766,,FTX
NONE,1261,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.041,FTX041,CONTRACT-ID,24,X(100),767,866,,FTX
NONE,1262,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.042,FTX042,MSIS-IDENTIFICATION-NUM,25,X(20),867,886,,FTX
NONE,1263,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.043,FTX043,CAPITATION-PERIOD-START-DATE,26,9(8),887,894,,FTX
NONE,1264,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.044,FTX044,CAPITATION-PERIOD-END-DATE,27,9(8),895,902,,FTX
NONE,1265,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.045,FTX045,CATEGORY-FOR-FEDERAL-REIMBURSEMENT,28,X(2),903,904,,FTX
NONE,1266,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.048,FTX048,MBESCBES-FORM-GROUP,29,X(1),905,905,,FTX
NONE,1267,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.047,FTX047,MBESCBES-FORM,30,X(50),906,955,,FTX
NONE,1268,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.046,FTX046,MBESCBES-CATEGORY-OF-SERVICE,31,X(5),956,960,,FTX
NONE,1269,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.049,FTX049,WAIVER-ID,32,X(20),961,980,,FTX
NONE,1270,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.050,FTX050,WAIVER-TYPE,33,X(2),981,982,,FTX
NONE,1271,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.051,FTX051,FUNDING-CODE,34,X(2),983,984,,FTX
NONE,1272,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.052,FTX052,FUNDING-SOURCE-NONFEDERAL-SHARE,35,X(2),985,986,,FTX
NONE,1273,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.053,FTX053,SDP-IND,36,X(1),987,987,,FTX
NONE,1274,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.054,FTX054,SOURCE-LOCATION,37,X(2),988,989,,FTX
NONE,1275,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.055,FTX055,SPA-NUMBER,38,X(15),990,1004,,FTX
NONE,1276,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.056,FTX056,SUBCAPITATION-IND,39,X(1),1005,1005,,FTX
NONE,1277,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.057,FTX057,PAYMENT-CAT-XREF,40,X(50),1006,1055,,FTX
NONE,1278,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.058,FTX058,RATE-CELL-DESCRIPTION-TEXT,41,X(100),1056,1155,,FTX
NONE,1279,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.059,FTX059,EXPENDITURE-AUTHORITY-TYPE,42,X(2),1156,1157,,FTX
NONE,1280,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.060,FTX060,EXPENDITURE-AUTHORITY-TYPE-OTHER-TEXT,43,X(100),1158,1257,,FTX
NONE,1281,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.061,FTX061,MEMO,44,X(500),1258,1757,,FTX
NONE,1282,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.062,FTX062,STATE-NOTATION,45,X(500),1758,2257,,FTX
NONE,1283,FTX00002,INDIVIDUAL-CAPITATION-PMPM,FTX.002.063,FTX063,FILLER,46,X(243),2258,2500,,FTX
NONE,1284,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.064,FTX064,RECORD-ID,1,X(8),1,8,,FTX
NONE,1285,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.065,FTX065,SUBMITTING-STATE,2,X(2),9,10,,FTX
NONE,1286,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.066,FTX066,RECORD-NUMBER,3,9(11),11,21,,FTX
NONE,1287,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.067,FTX067,ICN-ORIG,4,X(50),22,71,,FTX
NONE,1288,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.068,FTX068,ICN-ADJ,5,X(50),72,121,,FTX
NONE,1289,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.070,FTX070,ADJUSTMENT-IND,6,X(1),122,122,,FTX
NONE,1290,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.071,FTX071,PAYMENT-OR-RECOUPMENT-DATE,7,9(8),123,130,,FTX
NONE,1291,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.072,FTX072,PAYMENT-AMOUNT,8,S9(11)V99,131,143,,FTX
NONE,1292,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.073,FTX073,CHECK-EFF-DATE,9,9(8),144,151,,FTX
NONE,1293,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.074,FTX074,CHECK-NUM,10,X(15),152,166,,FTX
NONE,1294,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.075,FTX075,PAYER-ID,11,X(30),167,196,,FTX
NONE,1295,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.076,FTX076,PAYER-ID-TYPE,12,X(2),197,198,,FTX
NONE,1296,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.077,FTX077,PAYER-ID-TYPE-OTHER-TEXT,13,X(100),199,298,,FTX
NONE,1297,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.078,FTX078,PAYEE-ID,14,X(30),299,328,,FTX
NONE,1298,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.079,FTX079,PAYEE-ID-TYPE ,15,X(2),329,330,,FTX
NONE,1299,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.080,FTX080,PAYEE-ID-TYPE-OTHER-TEXT,16,X(100),331,430,,FTX
NONE,1300,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.081,FTX081,PAYEE-TAX-ID,17,X(30),431,460,,FTX
NONE,1301,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.082,FTX082,PAYEE-TAX-ID-TYPE,18,X(2),461,462,,FTX
NONE,1302,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.083,FTX083,PAYEE-TAX-ID-TYPE-OTHER-TEXT,19,X(100),463,562,,FTX
NONE,1303,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.084,FTX084,INSURANCE-CARRIER-ID-NUM,20,X(12),563,574,,FTX
NONE,1304,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.085,FTX085,INSURANCE-PLAN-ID,21,X(20),575,594,,FTX
NONE,1305,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.086,FTX086,MSIS-IDENTIFICATION-NUM,22,X(20),595,614,,FTX
NONE,1306,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.087,FTX087,MEMBER-ID,23,X(20),615,634,,FTX
NONE,1307,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.088,FTX088,PREMIUM-PERIOD-START-DATE,24,9(8),635,642,,FTX
NONE,1308,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.089,FTX089,PREMIUM-PERIOD-END-DATE,25,9(8),643,650,,FTX
NONE,1309,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.090,FTX090,CATEGORY-FOR-FEDERAL-REIMBURSEMENT,26,X(2),651,652,,FTX
NONE,1310,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.093,FTX093,MBESCBES-FORM-GROUP,27,X(1),653,653,,FTX
NONE,1311,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.092,FTX092,MBESCBES-FORM,28,X(50),654,703,,FTX
NONE,1312,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.091,FTX091,MBESCBES-CATEGORY-OF-SERVICE,29,X(5),704,708,,FTX
NONE,1313,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.094,FTX094,WAIVER-ID,30,X(20),709,728,,FTX
NONE,1314,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.095,FTX095,WAIVER-TYPE,31,X(2),729,730,,FTX
NONE,1315,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.096,FTX096,FUNDING-CODE,32,X(2),731,732,,FTX
NONE,1316,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.097,FTX097,FUNDING-SOURCE-NONFEDERAL-SHARE,33,X(2),733,734,,FTX
NONE,1317,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.098,FTX098,SOURCE-LOCATION,34,X(2),735,736,,FTX
NONE,1318,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.099,FTX099,SPA-NUMBER,35,X(15),737,751,,FTX
NONE,1319,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.100,FTX100,EXPENDITURE-AUTHORITY-TYPE,36,X(2),752,753,,FTX
NONE,1320,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.101,FTX101,EXPENDITURE-AUTHORITY-TYPE-OTHER-TEXT,37,X(100),754,853,,FTX
NONE,1321,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.102,FTX102,MEMO,38,X(500),854,1353,,FTX
NONE,1322,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.103,FTX103,STATE-NOTATION ,39,X(500),1354,1853,,FTX
NONE,1323,FTX00003,INDIVIDUAL-HEALTH-INSURANCE-PREMIUM-PAYMENT,FTX.003.104,FTX104,FILLER,40,X(647),1854,2500,,FTX
NONE,1324,FTX00004,GROUP-INSURANCE-PREMIUM-PAYMENT,FTX.004.105,FTX105,RECORD-ID,1,X(8),1,8,,FTX
NONE,1325,FTX00004,GROUP-INSURANCE-PREMIUM-PAYMENT,FTX.004.106,FTX106,SUBMITTING-STATE,2,X(2),9,10,,FTX
NONE,1326,FTX00004,GROUP-INSURANCE-PREMIUM-PAYMENT,FTX.004.107,FTX107,RECORD-NUMBER,3,9(11),11,21,,FTX
NONE,1327,FTX00004,GROUP-INSURANCE-PREMIUM-PAYMENT,FTX.004.108,FTX108,ICN-ORIG,4,X(50),22,71,,FTX
NONE,1328,FTX00004,GROUP-INSURANCE-PREMIUM-PAYMENT,FTX.004.109,FTX109,ICN-ADJ,5,X(50),72,121,,FTX
NONE,1329,FTX00004,GROUP-INSURANCE-PREMIUM-PAYMENT,FTX.004.111,FTX111,ADJUSTMENT-IND,6,X(1),122,122,,FTX
